Ingreso,"Título","Jurisdicción","Departamento"
2024/01/27,"VIOLENCIA DOMÉSTICA","COMISARÍA 8","MONTEVIDEO"
2024/01/05,"VIOLENCIA DOMÉSTICA","COMISARÍA 21","MONTEVIDEO"
2024/01/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","MONTEVIDEO"
2024/01/09,"VIOLENCIA DOMÉSTICA","COMISARÍA 10","RIVERA"
2024/01/04,"VIOLENCIA DOMÉSTICA","COMISARÍA 12","MONTEVIDEO"
2024/01/24,"VIOLENCIA DOMÉSTICA","COMISARÍA 19","MONTEVIDEO"
2024/01/19,"VIOLENCIA DOMÉSTICA","COMISARÍA 10","MALDONADO"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","ARTIGAS"
2024/02/14,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","PAYSANDÚ"
2024/01/03,"ASOCIADO A VD","COMISARÍA 10","MONTEVIDEO"
2024/03/05,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","SORIANO"
2024/05/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","PAYSANDÚ"
2024/02/05,"VIOLENCIA DOMÉSTICA","COMISARÍA 24","MONTEVIDEO"
2024/01/18,"VIOLENCIA DOMÉSTICA","COMISARÍA 25","CANELONES"
2024/03/11,"ASOCIADO A VD","COMISARÍA 11","MONTEVIDEO"
2024/05/19,"VIOLENCIA DOMÉSTICA","COMISARÍA 9","MONTEVIDEO"
2024/01/09,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","TACUAREMBÓ"
2024/01/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 24","MONTEVIDEO"
2024/01/30,"VIOLENCIA DOMÉSTICA","COMISARÍA 10","SAN JOSÉ"
2024/06/13,"ASOCIADO A VD","COMISARÍA 21","MONTEVIDEO"
2024/01/05,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","MONTEVIDEO"
2024/01/08,"VIOLENCIA DOMÉSTICA","COMISARÍA 18","MONTEVIDEO"
2024/02/08,"VIOLENCIA DOMÉSTICA","COMISARÍA 15","CANELONES"
2024/01/03,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","SORIANO"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 30","CANELONES"
2024/01/06,"VIOLENCIA DOMÉSTICA","COMISARÍA 18","MONTEVIDEO"
2024/01/30,"VIOLENCIA DOMÉSTICA","COMISARÍA 21","MONTEVIDEO"
2024/01/03,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","PAYSANDÚ"
2024/01/01,"ASOCIADO A VD","COMISARÍA 24","MONTEVIDEO"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 21","CANELONES"
2024/01/03,"VIOLENCIA DOMÉSTICA","COMISARÍA 22","MONTEVIDEO"
2024/02/05,"VIOLENCIA DOMÉSTICA","COMISARÍA 12","MONTEVIDEO"
2024/03/06,"VIOLENCIA DOMÉSTICA","COMISARÍA 21","MONTEVIDEO"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 21","MONTEVIDEO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 7","COLONIA"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 18","MONTEVIDEO"
2024/02/14,"ASOCIADO A VD","COMISARÍA 1","SORIANO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","MALDONADO"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","SALTO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","MALDONADO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 11","MALDONADO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 16","MONTEVIDEO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","MONTEVIDEO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 22","CANELONES"
2024/01/06,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","MONTEVIDEO"
2024/01/04,"VIOLENCIA DOMÉSTICA","COMISARÍA 11","MALDONADO"
2024/01/01,"ASOCIADO A VD","COMISARÍA 18","MONTEVIDEO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 23","CANELONES"
2024/01/05,"VIOLENCIA DOMÉSTICA","COMISARÍA 10","SAN JOSÉ"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","FLORES"
2024/05/23,"VIOLENCIA DOMÉSTICA","COMISARÍA 24","MONTEVIDEO"
2024/05/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","TACUAREMBÓ"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","MALDONADO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","PAYSANDÚ"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","MONTEVIDEO"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 27","CANELONES"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","MONTEVIDEO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 9","MONTEVIDEO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 7","SAN JOSÉ"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 25","CANELONES"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 22","MONTEVIDEO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","CANELONES"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 9","RIVERA"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","CANELONES"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 16","MONTEVIDEO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","MALDONADO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","MONTEVIDEO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","PAYSANDÚ"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 12","MONTEVIDEO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","MALDONADO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 18","MONTEVIDEO"
2024/01/01,"ASOCIADO A VD","COMISARÍA 25","MONTEVIDEO"
2024/01/03,"VIOLENCIA DOMÉSTICA","COMISARÍA 6","COLONIA"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 19","MONTEVIDEO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 23","MONTEVIDEO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 19","MONTEVIDEO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","PAYSANDÚ"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","SORIANO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","FLORES"
2024/01/01,"ASOCIADO A VD","COMISARÍA 11","PAYSANDÚ"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","MONTEVIDEO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 7","SAN JOSÉ"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 6","CANELONES"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 25","CANELONES"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 11","MONTEVIDEO"
2024/01/01,"ASOCIADO A VD","COMISARÍA 2","MALDONADO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 15","CERRO LARGO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 16","MONTEVIDEO"
2024/01/01,"ASOCIADO A VD","COMISARÍA 12","MALDONADO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","CANELONES"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 7","TREINTA Y TRES"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 30","CANELONES"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","SORIANO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","ARTIGAS"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 11","MONTEVIDEO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 18","MONTEVIDEO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","CANELONES"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","MONTEVIDEO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 16","MONTEVIDEO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 27","CANELONES"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","SALTO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 23","MONTEVIDEO"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 21","MONTEVIDEO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","RÍO NEGRO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 14","LAVALLEJA"
2024/01/03,"VIOLENCIA DOMÉSTICA","COMISARÍA 21","MONTEVIDEO"
2024/01/03,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","MONTEVIDEO"
2024/01/03,"VIOLENCIA DOMÉSTICA","COMISARÍA 18","MONTEVIDEO"
2024/01/01,"ASOCIADO A VD","COMISARÍA 3","COLONIA"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 30","CANELONES"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","SORIANO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 18","MONTEVIDEO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 25","MONTEVIDEO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 7","FLORES"
2024/01/03,"VIOLENCIA DOMÉSTICA","COMISARÍA 19","MONTEVIDEO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 13","MONTEVIDEO"
2024/01/23,"ASOCIADO A VD","COMISARÍA 12","LAVALLEJA"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 7","CANELONES"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","PAYSANDÚ"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","PAYSANDÚ"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 9","RIVERA"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 7","SALTO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 21","MONTEVIDEO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","MALDONADO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","MALDONADO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 7","COLONIA"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 11","ROCHA"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 18","MONTEVIDEO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","SORIANO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 7","ARTIGAS"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 7","FLORIDA"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 12","MONTEVIDEO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 10","SAN JOSÉ"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","ARTIGAS"
2024/01/06,"VIOLENCIA DOMÉSTICA","COMISARÍA 12","ROCHA"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","ARTIGAS"
2024/01/07,"VIOLENCIA DOMÉSTICA","COMISARÍA 16","MONTEVIDEO"
2024/01/10,"VIOLENCIA DOMÉSTICA","COMISARÍA 15","SALTO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","ARTIGAS"
2024/03/07,"VIOLENCIA DOMÉSTICA","COMISARÍA 24","MONTEVIDEO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 15","DURAZNO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","SORIANO"
2024/01/01,"VIOLENCIA DOMÉSTICA","PREFECTURA DEL PUERTO DE COLONIA","COLONIA"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","MONTEVIDEO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 27","CANELONES"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","PAYSANDÚ"
2024/10/18,"VIOLENCIA DOMÉSTICA","COMISARÍA 11","MALDONADO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 21","MONTEVIDEO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 12","ROCHA"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 28","CANELONES"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 21","CANELONES"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","COLONIA"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","COLONIA"
2024/01/30,"ASOCIADO A VD","COMISARÍA 7","MONTEVIDEO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","MONTEVIDEO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 6","CANELONES"
2024/01/19,"ASOCIADO A VD","COMISARÍA 2","SAN JOSÉ"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","SAN JOSÉ"
2024/05/18,"VIOLENCIA DOMÉSTICA","COMISARÍA 11","MONTEVIDEO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 26","CANELONES"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 19","MONTEVIDEO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 9","DURAZNO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 19","MONTEVIDEO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 19","MONTEVIDEO"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 22","CANELONES"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 28","CANELONES"
2024/01/04,"VIOLENCIA DOMÉSTICA","COMISARÍA 14","MONTEVIDEO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","SALTO"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","MONTEVIDEO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 10","TACUAREMBÓ"
2024/07/30,"VIOLENCIA DOMÉSTICA","FUERA DE TERRITORIO NACIONAL","FUERA DE TERRITORIO NACIONAL"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","PAYSANDÚ"
2024/10/21,"ASOCIADO A VD","COMISARÍA 1","RÍO NEGRO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 29","CANELONES"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","CANELONES"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 19","MONTEVIDEO"
2024/06/25,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","MALDONADO"
2024/01/01,"ASOCIADO A VD","COMISARÍA 2","PAYSANDÚ"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 8","CANELONES"
2024/01/07,"VIOLENCIA DOMÉSTICA","COMISARÍA 6","TACUAREMBÓ"
2024/11/08,"VIOLENCIA DOMÉSTICA","COMISARÍA 22","MONTEVIDEO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 10","MALDONADO"
2024/03/22,"VIOLENCIA DOMÉSTICA","COMISARÍA 8","MALDONADO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 13","MONTEVIDEO"
2024/01/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 13","MONTEVIDEO"
2024/04/19,"VIOLENCIA DOMÉSTICA","COMISARÍA 15","MONTEVIDEO"
2024/04/19,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","PAYSANDÚ"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","MONTEVIDEO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 15","CERRO LARGO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","SALTO"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","CERRO LARGO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 12","MONTEVIDEO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","PAYSANDÚ"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 28","CANELONES"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 11","SAN JOSÉ"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 23","MONTEVIDEO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 15","MONTEVIDEO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 9","RIVERA"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","COLONIA"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 27","CANELONES"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 11","MALDONADO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 19","MONTEVIDEO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","MALDONADO"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","MONTEVIDEO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","PAYSANDÚ"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","FLORIDA"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 7","CANELONES"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","MONTEVIDEO"
2024/05/09,"ASOCIADO A VD","COMISARÍA 2","TACUAREMBÓ"
2024/01/29,"VIOLENCIA DOMÉSTICA","COMISARÍA 19","MONTEVIDEO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","DURAZNO"
2024/01/01,"ASOCIADO A VD","COMISARÍA 5","ROCHA"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","SALTO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","RÍO NEGRO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","SAN JOSÉ"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","COLONIA"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","SAN JOSÉ"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","SALTO"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 14","LAVALLEJA"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","DURAZNO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","SORIANO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 23","MONTEVIDEO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 21","MONTEVIDEO"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","CANELONES"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 16","MONTEVIDEO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 10","SAN JOSÉ"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","PAYSANDÚ"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","SAN JOSÉ"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","TACUAREMBÓ"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","COLONIA"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","SALTO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 12","ROCHA"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 12","ROCHA"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","MONTEVIDEO"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","COLONIA"
2024/01/01,"ASOCIADO A VD","COMISARÍA 2","MALDONADO"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","PAYSANDÚ"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 9","RIVERA"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 8","RIVERA"
2024/01/01,"VIOLENCIA DOMÉSTICA","COMISARÍA 12","COLONIA"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 9","RIVERA"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","RÍO NEGRO"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","SALTO"
2024/01/02,"ASOCIADO A VD","COMISARÍA 20","MONTEVIDEO"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","TACUAREMBÓ"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","SORIANO"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","SORIANO"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 15","DURAZNO"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 12","ROCHA"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","TREINTA Y TRES"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 24","MONTEVIDEO"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","PAYSANDÚ"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","PAYSANDÚ"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 10","MALDONADO"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 7","FLORES"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","CANELONES"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 8","MONTEVIDEO"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","FLORES"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 29","CANELONES"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","TACUAREMBÓ"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 9","CANELONES"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 19","MONTEVIDEO"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","SALTO"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","MALDONADO"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","TACUAREMBÓ"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 7","ARTIGAS"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 6","MALDONADO"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","ROCHA"
2024/01/02,"ASOCIADO A VD","COMISARÍA 1","RÍO NEGRO"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 10","RIVERA"
2024/01/02,"ASOCIADO A VD","COMISARÍA 2","SORIANO"
2024/01/04,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","PAYSANDÚ"
2024/05/23,"ASOCIADO A VD","COMISARÍA 16","MONTEVIDEO"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 6","MALDONADO"
2024/01/02,"ASOCIADO A VD","COMISARÍA 2","MALDONADO"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","ARTIGAS"
2024/01/02,"ASOCIADO A VD","COMISARÍA 4","COLONIA"
2024/01/03,"VIOLENCIA DOMÉSTICA","COMISARÍA 24","CANELONES"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 24","MONTEVIDEO"
2024/01/03,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","MONTEVIDEO"
2024/01/02,"ASOCIADO A VD","COMISARÍA 17","MONTEVIDEO"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 9","RIVERA"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 25","CANELONES"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","COLONIA"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","MONTEVIDEO"
2024/01/02,"ASOCIADO A VD","COMISARÍA 12","LAVALLEJA"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 12","MONTEVIDEO"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 25","CANELONES"
2024/02/07,"VIOLENCIA DOMÉSTICA","COMISARÍA 16","MONTEVIDEO"
2024/01/02,"ASOCIADO A VD","COMISARÍA 1","SAN JOSÉ"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 10","RIVERA"
2024/01/04,"VIOLENCIA DOMÉSTICA","COMISARÍA 16","MONTEVIDEO"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 19","MONTEVIDEO"
2024/01/03,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","MONTEVIDEO"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","PAYSANDÚ"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 18","MONTEVIDEO"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","MONTEVIDEO"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","MONTEVIDEO"
2024/01/05,"VIOLENCIA DOMÉSTICA","COMISARÍA 25","MONTEVIDEO"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 6","MALDONADO"
2024/01/02,"ASOCIADO A VD","COMISARÍA 1","PAYSANDÚ"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","COLONIA"
2024/01/02,"ASOCIADO A VD","COMISARÍA 2","RÍO NEGRO"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","CANELONES"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 6","MALDONADO"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 18","MONTEVIDEO"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 7","CANELONES"
2024/01/03,"VIOLENCIA DOMÉSTICA","COMISARÍA 13","CANELONES"
2024/01/03,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","FLORIDA"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 10","SORIANO"
2024/01/02,"VIOLENCIA DOMÉSTICA","COMISARÍA 15","MONTEVIDEO"
2024/01/03,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","SAN JOSÉ"
